Date,Open,High,Low,Close,Volume,Adj Close
2016-09-20,155.869995,156.570007,154.449997,154.449997,2159100,153.061419
2016-09-19,154.869995,156.190002,154.550003,154.869995,2450100,153.477642
2016-09-16,155.039993,155.399994,153.470001,153.839996,6463600,152.456903
2016-09-15,154.300003,156.330002,153.210007,155.660004,3645600,154.260548
2016-09-14,155.699997,155.869995,153.389999,154.050003,3860600,152.665022
2016-09-13,157.630005,157.929993,155.50,155.809998,3636700,154.409193
2016-09-12,155.259995,158.529999,154.839996,158.289993,4367500,156.866892
2016-09-09,158.029999,158.399994,155.649994,155.690002,5186000,154.290277
2016-09-08,160.550003,161.210007,158.759995,159.00,3963200,157.570516
2016-09-07,160.190002,161.759995,160.00,161.639999,2867300,160.18678
2016-09-06,159.880005,160.860001,159.110001,160.350006,2994100,158.908385
2016-09-02,159.880005,160.570007,159.149994,159.550003,2315400,158.115574
2016-09-01,158.320007,159.619995,158.100006,159.539993,2358400,158.105654
2016-08-31,159.660004,159.660004,158.259995,158.880005,2323600,157.4516
2016-08-30,159.759995,160.149994,158.809998,159.399994,1813300,157.966914
2016-08-29,158.830002,160.210007,158.50,159.720001,2475900,158.284044
2016-08-26,158.880005,160.440002,157.850006,158.320007,2498900,156.896637
2016-08-25,159.00,159.539993,158.419998,158.630005,2575000,157.203847
2016-08-24,159.889999,160.179993,158.320007,159.050003,3645800,157.620069
2016-08-23,160.330002,161.339996,160.229996,160.259995,2838100,158.819182
2016-08-22,160.00,160.570007,159.130005,160.00,2039300,158.561525
2016-08-19,160.839996,160.910004,159.520004,160.039993,2815200,158.601159
2016-08-18,160.889999,162.00,160.440002,161.360001,3652000,159.909299
2016-08-17,160.970001,161.160004,159.839996,160.440002,3225900,158.997572
2016-08-16,161.110001,161.929993,160.690002,160.699997,2210200,159.255229
2016-08-15,162.399994,162.970001,161.779999,161.880005,2970400,160.424628
2016-08-12,163.190002,163.460007,161.520004,161.949997,2543100,160.493991
2016-08-11,162.25,164.949997,162.179993,163.529999,8768600,162.059788
2016-08-10,162.190002,162.660004,161.960007,162.080002,2466700,160.622827
2016-08-09,162.220001,162.770004,161.649994,161.770004,2737500,160.315616
2016-08-08,162.729996,163.270004,161.580002,162.039993,3039300,160.583178
2016-08-05,162.00,163.509995,161.570007,163.50,3812400,160.642641
2016-08-04,160.860001,161.699997,160.119995,161.550003,2489100,158.726723
2016-08-03,160.130005,160.860001,159.800003,160.669998,2861700,157.862097
2016-08-02,161.270004,161.449997,160.360001,160.580002,3080900,157.773673
2016-08-01,160.649994,161.649994,159.839996,161.449997,2823600,158.628464
2016-07-29,161.360001,161.669998,160.029999,160.619995,3547500,157.812968
2016-07-28,161.380005,161.809998,160.710007,161.369995,2340400,158.549861
2016-07-27,162.119995,162.570007,161.179993,161.830002,2162700,159.001828
2016-07-26,162.649994,163.600006,161.369995,162.119995,2894600,159.286753
2016-07-25,162.00,162.880005,161.75,162.649994,2804600,159.80749
2016-07-22,160.779999,162.169998,160.479996,162.070007,2520100,159.237639
2016-07-21,160.75,161.850006,159.889999,160.449997,3518900,157.645941
2016-07-20,159.970001,161.710007,159.600006,161.360001,4376300,158.540041
2016-07-19,161.779999,162.139999,157.889999,159.580002,7120000,156.79115
2016-07-18,159.300003,160.75,158.729996,159.860001,6729700,157.066255
2016-07-15,159.899994,159.979996,158.50,159.779999,4476800,156.987651
2016-07-14,158.809998,161.399994,158.580002,160.279999,4637600,157.478913
2016-07-13,157.75,158.339996,157.059998,158.020004,2746400,155.258415
2016-07-12,156.00,157.119995,155.520004,157.039993,3843800,154.295531
2016-07-11,154.600006,156.039993,154.50,155.330002,2833700,152.615423
2016-07-08,154.00,154.600006,153.080002,154.460007,3040600,151.760633
2016-07-07,152.75,153.690002,151.889999,152.600006,2138400,149.933138
2016-07-06,151.850006,152.410004,149.919998,152.369995,2569400,149.707146
2016-07-05,151.190002,152.00,150.759995,151.679993,2465200,149.029203
2016-07-01,151.779999,152.970001,151.399994,152.350006,2658300,149.687507
2016-06-30,148.860001,151.910004,148.669998,151.779999,3967100,149.127461
2016-06-29,146.50,148.479996,146.449997,148.460007,3367700,145.86549
2016-06-28,144.779999,145.729996,144.220001,145.699997,3997700,143.153715
2016-06-27,146.179993,146.600006,142.50,143.50,5017900,140.992165
2016-06-24,149.970001,150.610001,146.179993,146.589996,9082800,144.02816
2016-06-23,153.449997,155.479996,152.600006,155.350006,3969400,152.635078
2016-06-22,153.75,154.710007,152.270004,152.919998,2833700,150.247538
2016-06-21,154.160004,154.570007,153.690002,154.050003,2760300,151.357794
2016-06-20,152.600006,154.669998,152.520004,153.610001,3572100,150.925481
2016-06-17,150.960007,152.720001,150.600006,151.990005,4663900,149.333798
2016-06-16,150.190002,151.289993,149.00,151.059998,2449100,148.420043
2016-06-15,151.460007,151.789993,150.600006,150.679993,2260400,148.046679
2016-06-14,151.279999,151.789993,150.399994,151.059998,2865800,148.420043
2016-06-13,151.630005,152.50,150.279999,151.279999,3610400,148.636199
2016-06-10,152.789993,153.330002,151.860001,152.369995,3120600,149.707146
2016-06-09,152.919998,153.759995,152.729996,153.419998,2021800,150.738799
2016-06-08,153.529999,154.089996,153.039993,154.00,2935000,151.308665
2016-06-07,153.309998,153.929993,152.660004,153.330002,4465000,150.650376
2016-06-06,153.089996,153.949997,152.339996,152.729996,2378700,150.060856
2016-06-03,152.399994,153.039993,151.699997,152.889999,2314800,150.218063
2016-06-02,152.589996,153.50,152.119995,153.50,2642600,150.817403
2016-06-01,153.00,153.270004,151.539993,152.509995,2663400,149.844699
2016-05-31,152.559998,153.809998,152.270004,153.740005,5836600,151.053214
2016-05-27,152.350006,152.929993,152.149994,152.839996,2422100,150.168934
2016-05-26,151.550003,152.509995,151.050003,152.440002,3062900,149.77593
2016-05-25,148.929993,152.089996,148.50,151.690002,4355300,149.039037
2016-05-24,146.880005,148.75,146.880005,148.309998,2929300,145.718102
2016-05-23,147.610001,147.949997,146.660004,146.770004,2103800,144.205022
2016-05-20,145.710007,147.509995,145.550003,147.25,3671500,144.676629
2016-05-19,146.479996,146.929993,143.960007,144.929993,3685600,142.397167
2016-05-18,147.990005,148.520004,146.360001,147.339996,2491100,144.765053
2016-05-17,149.210007,149.50,147.289993,148.00,3490600,145.413522
2016-05-16,147.649994,149.990005,147.440002,149.460007,3069100,146.848014
2016-05-13,148.789993,149.860001,147.419998,147.720001,2398000,145.138417
2016-05-12,149.210007,149.389999,147.110001,148.839996,3249200,146.238839
2016-05-11,149.710007,151.089996,148.740005,148.949997,3093000,146.346917
2016-05-10,148.240005,150.039993,147.740005,149.970001,3992700,147.349095
2016-05-09,147.699997,148.199997,147.009995,147.339996,4302400,144.765053
2016-05-06,144.860001,147.970001,144.470001,147.289993,4880300,144.715924
2016-05-05,145.949997,147.300003,145.449997,146.470001,6501200,142.534726
2016-05-04,143.360001,145.00,143.309998,144.25,2577100,140.37437
2016-05-03,144.649994,144.899994,142.899994,144.130005,3553500,140.257599
2016-05-02,146.559998,147.00,144.429993,145.270004,3502400,141.36697
2016-04-29,146.490005,147.339996,144.190002,145.940002,4225800,142.018967
2016-04-28,149.75,150.179993,146.729996,147.070007,3791500,143.118611
2016-04-27,149.350006,150.779999,148.970001,150.470001,3111200,146.427256
2016-04-26,148.649994,149.789993,147.899994,149.080002,2979800,145.074602
2016-04-25,148.160004,148.899994,147.110001,148.809998,2848900,144.811852
2016-04-22,149.440002,151.00,147.50,148.50,5191900,144.510184
2016-04-21,146.580002,150.119995,146.460007,149.300003,6017700,145.288693
2016-04-20,144.240005,147.199997,144.00,146.110001,6754300,142.184398
2016-04-19,146.470001,146.949997,142.610001,144.00,13190200,140.131087
2016-04-18,151.720001,153.139999,151.490005,152.529999,5737700,148.431907
2016-04-15,151.039993,152.100006,150.960007,151.720001,3657600,147.643672
2016-04-14,151.50,152.759995,150.380005,151.160004,3176500,147.09872
2016-04-13,150.75,151.229996,149.630005,151.229996,3168400,147.166831
2016-04-12,149.610001,150.110001,148.580002,149.630005,3595800,145.609828
2016-04-11,150.259995,151.949997,149.220001,149.25,3846100,145.240033
2016-04-08,149.059998,149.990005,148.119995,149.350006,3293800,145.337352
2016-04-07,149.070007,149.600006,148.00,148.25,3663000,144.266901
2016-04-06,149.899994,150.149994,147.809998,150.020004,4194600,145.989349
2016-04-05,151.429993,151.600006,149.649994,150.00,3337000,145.969883
2016-04-04,152.339996,153.520004,151.910004,152.070007,3931200,147.984274
2016-04-01,150.509995,152.960007,150.25,152.520004,3925500,148.422181
2016-03-31,149.789993,153.100006,149.360001,151.449997,6780600,147.380922
2016-03-30,149.949997,150.410004,148.320007,148.410004,3331200,144.422605
2016-03-29,147.589996,149.759995,147.50,149.330002,3138500,145.317886
2016-03-28,147.75,148.649994,147.229996,148.399994,3265100,144.412865
2016-03-24,144.979996,148.220001,144.490005,147.949997,5044500,143.974958
2016-03-23,148.00,148.029999,145.130005,145.399994,4764200,141.493467
2016-03-22,148.059998,149.279999,147.839996,148.100006,4081900,144.120937
2016-03-21,147.300003,148.710007,146.720001,148.630005,3721600,144.636696
2016-03-18,147.399994,147.509995,145.509995,147.089996,12089700,143.138063
2016-03-17,144.779999,147.320007,144.449997,147.039993,5821600,143.089404
2016-03-16,142.619995,144.880005,142.110001,144.789993,4221900,140.899855
2016-03-15,141.740005,143.330002,141.539993,142.960007,3707500,139.119036
2016-03-14,142.009995,143.190002,141.039993,142.779999,4048800,138.943864
2016-03-11,141.729996,142.919998,140.509995,142.360001,4421900,138.535151
2016-03-10,141.240005,141.470001,138.089996,140.190002,4020600,136.423455
2016-03-09,139.309998,142.169998,139.229996,140.410004,4406500,136.637545
2016-03-08,139.710007,140.350006,137.419998,139.070007,5579100,135.333551
2016-03-07,137.279999,140.509995,136.869995,140.149994,5171000,136.384521
2016-03-04,137.539993,139.419998,137.020004,137.800003,3968400,134.097668
2016-03-03,137.220001,137.960007,136.070007,137.800003,5156400,134.097668
2016-03-02,133.699997,137.440002,133.220001,136.300003,5217200,132.63797
2016-03-01,132.240005,134.639999,132.029999,134.369995,3788500,130.759816
2016-02-29,132.00,133.360001,130.899994,131.029999,4428000,127.509557
2016-02-26,134.509995,134.919998,131.949997,132.029999,4386200,128.482689
2016-02-25,133.289993,134.509995,130.880005,134.50,4358300,130.886328
2016-02-24,131.550003,133.490005,129.679993,132.800003,4122600,129.232006
2016-02-23,133.139999,133.410004,132.009995,132.399994,3439700,128.842744
2016-02-22,133.080002,134.309998,132.410004,133.770004,4457400,130.175945
2016-02-19,132.360001,133.649994,130.839996,133.080002,5125300,129.504482
2016-02-18,130.00,134.00,129.75,132.449997,9951600,128.891403
2016-02-17,123.709999,126.57,123.25,126.099998,4821000,122.712013
2016-02-16,121.830002,123.089996,121.339996,122.739998,4061400,119.442287
2016-02-12,119.260002,121.050003,118.349998,121.040001,4936500,117.787965
2016-02-11,118.779999,119.660004,116.900002,117.849998,7307600,114.68367
2016-02-10,125.00,125.290001,119.839996,120.190002,6469100,116.960804
2016-02-09,126.120003,126.93,123.769997,124.07,5957200,120.736555
2016-02-08,126.00,127.510002,124.129997,126.980003,7364000,123.568375
2016-02-05,127.220001,128.639999,125.849998,128.570007,7177700,123.85059
2016-02-04,125.080002,128.50,125.00,127.650002,5266500,122.964355
2016-02-03,123.989998,125.449997,122.290001,124.720001,6223500,120.141906
2016-02-02,123.669998,124.139999,122.639999,122.940002,3287300,118.427246
2016-02-01,124.400002,125.290001,123.709999,124.830002,3574900,120.247869
2016-01-29,123.279999,124.790001,122.959999,124.790001,8248100,120.209336
2016-01-28,121.260002,122.830002,121.010002,122.220001,3942500,117.733674
2016-01-27,122.730003,123.370003,120.650002,120.959999,5026400,116.519922
2016-01-26,122.25,123.610001,122.239998,122.589996,4617800,118.090087
2016-01-25,122.099998,124.230003,121.639999,122.080002,5446000,117.598813
2016-01-22,124.669998,124.739998,121.769997,122.50,9238400,118.003394
2016-01-21,121.300003,125.099998,120.580002,122.910004,8851600,118.398348
2016-01-20,118.459999,123.989998,118.00,121.860001,16157800,117.386888
2016-01-19,130.110001,132.100006,128.059998,128.110001,9979600,123.407469
2016-01-15,130.009995,130.880005,128.869995,130.029999,8895400,125.25699
2016-01-14,131.929993,133.789993,131.220001,132.910004,5709600,128.031278
2016-01-13,133.50,134.279999,131.100006,131.169998,4700100,126.355143
2016-01-12,133.649994,133.779999,131.130005,132.899994,5078700,128.021636
2016-01-11,131.809998,133.820007,131.759995,133.229996,4974400,128.339524
2016-01-08,133.179993,133.820007,131.320007,131.630005,4762700,126.798264
2016-01-07,133.699997,135.020004,132.429993,132.860001,7025800,127.983111
2016-01-06,134.380005,135.580002,133.619995,135.169998,4310900,130.208315
2016-01-05,136.759995,136.889999,134.850006,135.850006,3924800,130.863362
2016-01-04,135.600006,135.970001,134.240005,135.949997,5229400,130.959683
2015-12-31,139.070007,139.100006,137.570007,137.619995,3443300,132.56838
2015-12-30,139.580002,140.440002,139.220001,139.339996,2989400,134.225245
2015-12-29,138.25,140.059998,138.199997,139.779999,3943700,134.649097
2015-12-28,137.740005,138.039993,136.539993,137.610001,3143400,132.558753
2015-12-24,138.429993,138.880005,138.110001,138.25,1495200,133.175259
2015-12-23,138.300003,139.309998,138.110001,138.539993,5164900,133.454608
2015-12-22,135.880005,138.190002,135.649994,137.929993,4263800,132.866999
2015-12-21,135.830002,135.830002,134.020004,135.50,5617500,130.526204
2015-12-18,136.410004,136.960007,134.270004,134.899994,10026100,129.948222
2015-12-17,139.350006,139.50,136.309998,136.75,4089500,131.73032
2015-12-16,139.119995,139.649994,137.789993,139.289993,4345500,134.177078
2015-12-15,137.399994,138.970001,137.279999,137.789993,4238500,132.732138
2015-12-14,135.309998,136.139999,134.020004,135.929993,5143800,130.940413
2015-12-11,135.229996,135.440002,133.910004,134.570007,5333800,129.630348
2015-12-10,137.029999,137.850006,135.720001,136.779999,4754800,131.759218
2015-12-09,137.380005,139.839996,136.229996,136.610001,4615000,131.595459
2015-12-08,138.279999,139.059998,137.529999,138.050003,3905200,132.982604
2015-12-07,140.160004,140.410004,138.809998,139.550003,3279400,134.427543
2015-12-04,138.089996,141.020004,137.990005,140.429993,4571600,135.275231
2015-12-03,140.100006,140.729996,138.190002,138.919998,5909600,133.820664
2015-12-02,140.929993,141.210007,139.50,139.699997,3725400,134.572031
2015-12-01,139.580002,141.399994,139.580002,141.279999,4195100,136.094036
2015-11-30,138.610001,139.899994,138.520004,139.419998,4545600,134.302311
2015-11-27,138.00,138.809998,137.210007,138.460007,1415800,133.377557
2015-11-25,138.369995,138.429993,137.380005,138.00,3238200,132.934436
2015-11-24,137.649994,139.339996,137.309998,138.600006,3407700,133.512418
2015-11-23,138.529999,138.869995,137.119995,138.460007,5137900,133.377557
2015-11-20,137.369995,138.919998,137.25,138.50,5176400,133.416083
2015-11-19,136.210007,137.740005,136.009995,136.740005,4753600,131.720692
2015-11-18,134.789993,135.910004,134.259995,135.820007,4149200,130.834464
2015-11-17,134.220001,134.820007,133.309998,133.820007,2815100,128.907878
2015-11-16,131.789993,134.089996,131.789993,133.710007,4190800,128.801916
2015-11-13,132.949997,133.00,131.649994,131.75,4613800,126.913855
2015-11-12,134.699997,134.699997,133.009995,133.039993,4701400,128.156496
2015-11-11,136.089996,136.199997,134.50,135.020004,3164800,130.063827
2015-11-10,135.360001,135.740005,134.119995,135.470001,4520800,130.497306
2015-11-09,137.919998,138.080002,134.880005,135.309998,8075600,130.343176
2015-11-06,138.600006,139.550003,137.869995,138.25,4744900,133.175259
2015-11-05,141.610001,142.380005,139.630005,139.889999,5096900,133.502778
2015-11-04,142.550003,142.649994,141.300003,141.630005,3516900,135.163337
2015-11-03,140.020004,142.800003,139.899994,141.880005,4349400,135.401922
2015-11-02,140.50,140.520004,139.570007,140.369995,3822200,133.960857
2015-10-30,140.440002,141.330002,139.899994,140.080002,3984000,133.684105
2015-10-29,140.360001,140.820007,139.020004,140.550003,3710400,134.132646
2015-10-28,137.919998,141.229996,137.50,140.830002,8511400,134.399861
2015-10-27,143.509995,143.830002,137.330002,137.860001,15008500,131.565466
2015-10-26,144.75,145.00,143.210007,143.660004,3489400,137.100648
2015-10-23,144.610001,145.490005,143.699997,144.679993,5370400,138.074065
2015-10-22,141.740005,145.070007,141.619995,144.089996,5583200,137.511008
2015-10-21,140.25,142.660004,139.300003,140.919998,6990600,134.485748
2015-10-20,142.490005,142.880005,140.270004,140.639999,15928800,134.218534
2015-10-19,149.850006,149.970001,148.380005,149.220001,7954700,142.406782
2015-10-16,150.449997,151.199997,149.259995,150.389999,3483700,143.523359
2015-10-15,150.910004,151.240005,148.580002,150.089996,3476200,143.237054
2015-10-14,149.600006,150.649994,149.020004,150.009995,3353000,143.160705
2015-10-13,150.779999,150.779999,149.179993,149.619995,3915700,142.788513
2015-10-12,152.399994,152.580002,150.850006,151.139999,3227600,144.239115
2015-10-09,152.460007,153.149994,151.270004,152.389999,3531100,145.432042
2015-10-08,149.690002,153.020004,149.289993,152.279999,4794400,145.327064
2015-10-07,150.039993,150.729996,148.860001,150.089996,2980800,143.237054
2015-10-06,149.059998,150.149994,148.490005,148.779999,3018100,141.98687
2015-10-05,145.820007,149.889999,145.820007,149.039993,5131800,142.234993
2015-10-02,141.050003,144.589996,140.559998,144.580002,3054400,137.97864
2015-10-01,145.309998,145.669998,141.589996,143.589996,3880900,137.033837
2015-09-30,143.690002,145.710007,143.660004,144.970001,3946200,138.350832
2015-09-29,141.990005,142.660004,141.149994,142.470001,4763500,135.96498
2015-09-28,144.419998,145.380005,142.470001,142.520004,4317300,136.0127
2015-09-25,145.550003,146.270004,144.529999,145.419998,3474400,138.780283
2015-09-24,142.600006,145.070007,141.949997,144.410004,3280300,137.816404
2015-09-23,144.210007,144.570007,142.75,143.660004,2674200,137.100648
2015-09-22,144.619995,145.059998,143.770004,144.429993,3564100,137.83548
2015-09-21,145.389999,146.979996,144.919998,146.479996,3825000,139.791882
2015-09-18,146.050003,146.389999,143.979996,144.509995,7975800,137.911829
2015-09-17,148.100006,149.679993,147.300003,148.139999,4003000,141.376092
2015-09-16,147.839996,148.889999,147.539993,148.410004,2799200,141.633768
2015-09-15,146.600006,147.929993,145.759995,147.529999,2717100,140.793943
2015-09-14,147.369995,147.369995,145.410004,145.649994,3226700,138.999777
2015-09-11,145.910004,147.50,145.669998,147.369995,3115100,140.641245
2015-09-10,145.850006,147.160004,144.509995,146.199997,3461700,139.524668
2015-09-09,148.740005,149.039993,144.850006,145.050003,3407800,138.427181
2015-09-08,145.860001,147.339996,145.660004,147.229996,3933300,140.507638
2015-09-04,144.570007,145.399994,143.320007,143.699997,4201100,137.138815
2015-09-03,146.050003,148.029999,145.770004,146.779999,3603500,140.078187
2015-09-02,144.740005,145.080002,143.179993,145.050003,4252000,138.427181
2015-09-01,144.910004,144.979996,141.850006,142.679993,5272000,136.165383
2015-08-31,147.380005,148.399994,146.259995,147.889999,4093100,141.137507
2015-08-28,147.75,148.199997,147.179993,147.979996,4076300,141.223394
2015-08-27,148.50,148.970001,145.660004,148.539993,4976600,141.757823
2015-08-26,144.089996,146.979996,142.139999,146.699997,6221800,140.001838
2015-08-25,146.940002,147.110001,140.619995,140.960007,7073200,134.52393
2015-08-24,143.470001,147.759995,143.00,143.470001,10189700,136.919321
2015-08-21,151.50,153.190002,148.699997,148.850006,7362100,142.053681
2015-08-20,152.740005,153.910004,152.50,152.660004,4011500,145.689718
2015-08-19,155.149994,155.669998,153.410004,153.940002,4177100,146.911273
2015-08-18,155.509995,156.520004,155.25,156.009995,2018300,148.886752
2015-08-17,155.199997,156.690002,154.699997,156.309998,2249600,149.173057
2015-08-14,155.00,156.210007,154.580002,155.75,3226400,148.638628
2015-08-13,156.059998,156.089996,154.320007,155.070007,2533400,147.989683
2015-08-12,154.259995,156.520004,153.949997,156.160004,3560300,149.029912
2015-08-11,155.960007,155.990005,154.860001,155.509995,3167100,148.409581
2015-08-10,156.770004,157.470001,156.119995,156.75,4613400,149.59297
2015-08-07,155.889999,156.25,154.339996,155.119995,3794900,148.037389
2015-08-06,157.130005,157.539993,156.179993,156.320007,3004800,149.18261
2015-08-05,159.100006,159.539993,157.479996,157.899994,3472800,149.449813
2015-08-04,158.399994,158.820007,156.869995,157.600006,5260600,149.165879
2015-08-03,161.699997,161.850006,157.899994,158.710007,4615700,150.216477
2015-07-31,161.399994,162.059998,160.630005,161.990005,3580200,153.320943
2015-07-30,160.50,161.399994,159.75,160.960007,1994700,152.346066
2015-07-29,160.00,161.50,159.389999,161.089996,3378400,152.469099
2015-07-28,159.910004,160.190002,158.50,160.050003,2721000,151.484762
2015-07-27,159.00,160.179993,158.600006,159.070007,3706200,150.557212
2015-07-24,161.289993,161.929993,159.410004,159.75,3778200,151.200814
2015-07-23,160.270004,162.75,159.830002,161.729996,5034200,153.074848
2015-07-22,162.729996,163.070007,159.699997,160.350006,7181800,151.76871
2015-07-21,164.339996,166.350006,162.020004,163.070007,13752300,154.343148
2015-07-20,172.789993,173.779999,172.139999,173.220001,7377800,163.949954
2015-07-17,170.330002,172.520004,170.100006,172.509995,4356400,163.277944
2015-07-16,169.470001,171.089996,169.160004,171.00,3529900,161.848759
2015-07-15,168.479996,169.270004,168.00,168.529999,1998000,159.510942
2015-07-14,169.429993,169.539993,168.240005,168.610001,3025300,159.586663
2015-07-13,167.929993,169.889999,167.520004,169.380005,4229000,160.315459
2015-07-10,165.660004,167.399994,165.520004,166.949997,4538300,158.015496
2015-07-09,165.339996,165.509995,163.699997,163.850006,4138500,155.081404
2015-07-08,164.00,164.940002,162.679993,163.160004,2776300,154.428328
2015-07-07,164.940002,165.350006,162.229996,165.00,3549900,156.169855
2015-07-06,163.830002,165.229996,163.520004,164.729996,3079800,155.9143
2015-07-02,165.050003,165.320007,164.419998,165.089996,2852700,156.255035
2015-07-01,163.970001,165.610001,163.600006,164.490005,3214500,155.687153
2015-06-30,163.990005,164.00,162.119995,162.660004,3597300,153.955086
2015-06-29,163.919998,165.350006,162.889999,162.970001,3314700,154.248494
2015-06-26,166.229996,166.809998,165.229996,165.460007,8946000,156.605244
2015-06-25,167.800003,168.130005,166.080002,166.080002,2408900,157.192059
2015-06-24,168.710007,168.839996,166.830002,166.970001,3548100,158.03443
2015-06-23,168.380005,169.970001,167.570007,168.619995,3701600,159.596122
2015-06-22,167.649994,168.339996,167.199997,167.729996,2335800,158.753752
2015-06-19,167.619995,168.419998,166.770004,166.990005,7074000,158.053363
2015-06-18,167.050003,168.720001,167.050003,168.25,3330900,159.245928
2015-06-17,167.00,167.850006,166.100006,167.169998,2863000,158.223723
2015-06-16,166.330002,167.399994,165.910004,166.839996,3249800,157.911382
2015-06-15,166.990005,166.990005,164.25,166.259995,4245700,157.36242
2015-06-12,168.229996,168.300003,166.690002,166.990005,3065100,158.053363
2015-06-11,169.259995,170.440002,168.539993,168.779999,3464000,159.747563
2015-06-10,166.490005,169.389999,166.059998,168.919998,4680500,159.88007
2015-06-09,165.339996,166.020004,163.369995,165.679993,3395900,156.813457
2015-06-08,167.169998,167.279999,165.020004,165.339996,3758700,156.491656
2015-06-05,168.25,168.910004,167.199997,167.399994,3100500,158.441411
2015-06-04,169.529999,170.600006,167.929993,168.380005,3079300,159.368975
2015-06-03,170.50,171.559998,169.630005,169.919998,2128200,160.826554
2015-06-02,169.660004,170.449997,168.429993,169.649994,2571400,160.571
2015-06-01,170.210007,171.039993,169.029999,170.179993,2985500,161.072635
2015-05-29,171.350006,171.350006,169.649994,169.649994,4092000,160.571
2015-05-28,171.449997,171.839996,170.660004,171.710007,1731400,162.520769
2015-05-27,171.160004,172.479996,170.490005,172.00,2764400,162.795243
2015-05-26,172.110001,172.119995,169.130005,170.130005,3854200,161.025322
2015-05-22,173.039993,173.389999,172.190002,172.220001,2849700,163.00347
2015-05-21,173.320007,174.139999,173.039993,173.339996,2295600,164.063528
2015-05-20,173.330002,174.440002,172.460007,173.759995,2300300,164.461049
2015-05-19,172.970001,173.75,171.929993,173.479996,2523000,164.196035
